id,question,desired_answer,student_answer,score_me,score_other,score_avg
9.6,What is the stack operation corresponding to the enqueue operation in queues?,push,Push.,5,5,5
9.6,What is the stack operation corresponding to the enqueue operation in queues?,push,"push, which inserts something at the top of the stack.",5,5,5
9.6,What is the stack operation corresponding to the enqueue operation in queues?,push,The stack operation corresponding to enqueue in queues is the push operation.,5,5,5
9.6,What is the stack operation corresponding to the enqueue operation in queues?,push,"Push in a stack operation corresponds to the enqueue operation in queues.  These operations insert a new item into one end(the top and back, respectively) of the ADT.",5,5,5
9.6,What is the stack operation corresponding to the enqueue operation in queues?,push,The stack operation is almost the opposite of the enqueue operation.,0,5,2.5
9.6,What is the stack operation corresponding to the enqueue operation in queues?,push,push = enqueue pop = dequeue,5,4,4.5
9.6,What is the stack operation corresponding to the enqueue operation in queues?,push,push,5,5,5
9.6,What is the stack operation corresponding to the enqueue operation in queues?,push,Not sure what this question means.  You can use the stack 'push' operation and the enqueue operation to detect palindromes.,5,5,5
9.6,What is the stack operation corresponding to the enqueue operation in queues?,push,"Enqueue is the queue equivalent of push, and dequeue is the queue equivalent to pop.",5,5,5
9.6,What is the stack operation corresponding to the enqueue operation in queues?,push,Push operation.,5,5,5
9.6,What is the stack operation corresponding to the enqueue operation in queues?,push,push,5,5,5
9.6,What is the stack operation corresponding to the enqueue operation in queues?,push,push,5,5,5
9.6,What is the stack operation corresponding to the enqueue operation in queues?,push,push,5,5,5
9.6,What is the stack operation corresponding to the enqueue operation in queues?,push,push,5,5,5
9.6,What is the stack operation corresponding to the enqueue operation in queues?,push,"that would be the push operation, if it put the item at the end of the list.",5,5,5
9.6,What is the stack operation corresponding to the enqueue operation in queues?,push,push,5,5,5
9.6,What is the stack operation corresponding to the enqueue operation in queues?,push,push,5,5,5
9.6,What is the stack operation corresponding to the enqueue operation in queues?,push,the Push method in the stack operations.,5,5,5
9.6,What is the stack operation corresponding to the enqueue operation in queues?,push,push,5,5,5
9.6,What is the stack operation corresponding to the enqueue operation in queues?,push,enqueue corresponds with push dequeue corresponds with pop,5,4,4.5
9.6,What is the stack operation corresponding to the enqueue operation in queues?,push,"Push corresponds with enqueue, both very similarly place new elements into their stack or queue",5,5,5
9.6,What is the stack operation corresponding to the enqueue operation in queues?,push,FIFO: First in First out,0,3,1.5
9.6,What is the stack operation corresponding to the enqueue operation in queues?,push,push,5,5,5
9.6,What is the stack operation corresponding to the enqueue operation in queues?,push,Push,5,5,5
9.6,What is the stack operation corresponding to the enqueue operation in queues?,push,push,5,5,5
9.6,What is the stack operation corresponding to the enqueue operation in queues?,push,push,5,5,5
9.6,What is the stack operation corresponding to the enqueue operation in queues?,push,push,5,5,5
11.2,What are the access-specifiers that can be used in a C++ class definition?,Private and public.,Public and private specifiers.,5,5,5
11.2,What are the access-specifiers that can be used in a C++ class definition?,Private and public.,"Public, Private, Restricted",4.5,4.75,4.625
11.2,What are the access-specifiers that can be used in a C++ class definition?,Private and public.,The access specifiers are public and private.,5,5,5
11.2,What are the access-specifiers that can be used in a C++ class definition?,Private and public.,public private protected,5,4.75,4.875
11.2,What are the access-specifiers that can be used in a C++ class definition?,Private and public.,Public or Private.,5,5,5
11.2,What are the access-specifiers that can be used in a C++ class definition?,Private and public.,public: the function or variable can be used outside the class private: the function or variable can only be used with the class,5,5,5
11.2,What are the access-specifiers that can be used in a C++ class definition?,Private and public.,Public and Private,5,5,5
11.2,What are the access-specifiers that can be used in a C++ class definition?,Private and public.,public private and protected,5,4.75,4.875
11.2,What are the access-specifiers that can be used in a C++ class definition?,Private and public.,Public Private,5,5,5
11.2,What are the access-specifiers that can be used in a C++ class definition?,Private and public.,"Private, public, protected",5,4.75,4.875
11.2,What are the access-specifiers that can be used in a C++ class definition?,Private and public.,The access-specifiers that can be used in a C++ class definition is private and public.,5,5,5
11.2,What are the access-specifiers that can be used in a C++ class definition?,Private and public.,public and private.,5,5,5
11.2,What are the access-specifiers that can be used in a C++ class definition?,Private and public.,"static, long, unsigned",0,1.25,0.625
11.2,What are the access-specifiers that can be used in a C++ class definition?,Private and public.,"Private, Public, Protected, or Friend.",5,4.75,4.875
11.2,What are the access-specifiers that can be used in a C++ class definition?,Private and public.,"A C++ class definition may include access-specifiers public, private, and static.",4,5,4.5
11.2,What are the access-specifiers that can be used in a C++ class definition?,Private and public.,"local, global, local-variable, function specific",1.5,2.5,2
11.2,What are the access-specifiers that can be used in a C++ class definition?,Private and public.,"public, private",5,5,5
11.2,What are the access-specifiers that can be used in a C++ class definition?,Private and public.,"Public, protected, and private.",5,4.75,4.875
11.2,What are the access-specifiers that can be used in a C++ class definition?,Private and public.,"private, public",5,5,5
11.2,What are the access-specifiers that can be used in a C++ class definition?,Private and public.,public - can be accessed by any of the program  private - can only be accessed by the class functions themselves and no outside functions or calls,5,5,5
11.2,What are the access-specifiers that can be used in a C++ class definition?,Private and public.,"public , private, protected",5,5,5
11.2,What are the access-specifiers that can be used in a C++ class definition?,Private and public.,public and private,5,5,5
11.2,What are the access-specifiers that can be used in a C++ class definition?,Private and public.,"public, private, protected",5,4.75,4.875
11.2,What are the access-specifiers that can be used in a C++ class definition?,Private and public.,"functions and data members can be given access-specifications of public, private, and friend. public access is given to any functions or members not given specific access rights.",5,4.75,4.875
11.2,What are the access-specifiers that can be used in a C++ class definition?,Private and public.,data member or data functions are access specifiers,0,1.25,0.625
11.2,What are the access-specifiers that can be used in a C++ class definition?,Private and public.,public or private,5,5,5
11.2,What are the access-specifiers that can be used in a C++ class definition?,Private and public.,public and private,5,5,5
11.2,What are the access-specifiers that can be used in a C++ class definition?,Private and public.,public and private,5,5,5
11.2,What are the access-specifiers that can be used in a C++ class definition?,Private and public.,"public - can be accessed from outside the class private - accessible only from inside the class, not inherited protected - accessible only from inside the class, inherited",5,4.75,4.875
11.2,What are the access-specifiers that can be used in a C++ class definition?,Private and public.,public private protected,5,5,5
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,Through iteration.,"Iteration, performers  a series of checks and loops.",5,5,5
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,Through iteration.,The alternative method is to use loops in the program instead of a function which calls itself.,5,2.5,3.75
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,Through iteration.,An alternative to solving a problem using recursive functions is to solve the problem using iteration.,5,5,5
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,Through iteration.,"Iteration, this would be more efficient and has repetition structure.",5,5,5
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,Through iteration.,One can use iteration or by using a simple while/for loop.,5,5,5
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,Through iteration.,iteration,5,5,5
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,Through iteration.,"Iteration. A while loop or a for loop will be able to accomplish the same desired outcome... It may be faster than recursion, but could also be harder to understand.",5,5,5
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,Through iteration.,you can also solve the problem iteratively,5,5,5
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,Through iteration.,iterative,5,5,5
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,Through iteration.,Using iteration loops.,5,5,5
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,Through iteration.,Another alternative way to solve a problem instead of using recursive functions is by using iteration.,5,5,5
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,Through iteration.,"A recursive function can often be solved using an iterative function, which runs faster, but is often more complicated.",5,5,5
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,Through iteration.,iteration,5,5,5
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,Through iteration.,Any recursive function can be solved using an iterative method.,5,5,5
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,Through iteration.,"Many recursive solutions may also be solved with looping control statements, such as while, for, do-while, etc.",5,3,4
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,Through iteration.,"Using an iterative function, which repeats a specified operation or set of operations until a terminating point or base case is reached.  ",5,5,5
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,Through iteration.,iteratively,5,5,5
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,Through iteration.,using an Iterative calls,5,5,5
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,Through iteration.,Iteration.,5,5,5
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,Through iteration.,iteration is the alternative way to solve a problem,5,5,5
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,Through iteration.,using an iterative solution instead,5,5,5
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,Through iteration.,"Using an iterative solution.  For, while, or do while loop.",5,5,5
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,Through iteration.,the alternative way to solve a problem that could be solved using recursion is iteration.,5,5,5
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,Through iteration.,"Any problem solved recursively could be solved with an iterative function. Iterative replacements for recursive functions may be more difficult to program, but often lead to more efficient solutions to a problem. ",5,5,5
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,Through iteration.,by iteration,5,5,5
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,Through iteration.,"itteration, like a for loop, a while loop, or a do while loop",5,5,5
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,Through iteration.,Iteration by using loops,5,5,5
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,Through iteration.,iterative functions,5,5,5
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,Through iteration.,iteration,5,5,5
11.6,What is the alternative way to solve a problem that could be solved through recursive functions?,Through iteration.,"the alt, way is to use a functions parameter in a call ""to"" function. ",2.5,2.5,2.5
12.7,What are the main operations associated with a stack?,push and pop,push and pop,5,5,5
12.7,What are the main operations associated with a stack?,push and pop,"Pop, which removes the head, or least recently inserted node from the stack. Push, which inserts a new node at the head of the stack.",5,5,5
12.7,What are the main operations associated with a stack?,push and pop,Push and pop,5,5,5
12.7,What are the main operations associated with a stack?,push and pop,The Push function and the Pop function.,5,5,5
12.7,What are the main operations associated with a stack?,push and pop,push and pop,5,5,5
12.7,What are the main operations associated with a stack?,push and pop,push - puts an element on the stack pop- takes an element off the stack,5,5,5
12.7,What are the main operations associated with a stack?,push and pop,Push  and pop.,5,5,5
12.7,What are the main operations associated with a stack?,push and pop,Push and Pop,5,5,5
12.7,What are the main operations associated with a stack?,push and pop,push and pop.,5,5,5
12.7,What are the main operations associated with a stack?,push and pop,"Push and Pop. Push adds an element to the stack, while Pop removes the top element from a stack.",5,5,5
12.7,What are the main operations associated with a stack?,push and pop,pop and push,5,5,5
12.7,What are the main operations associated with a stack?,push and pop,"push,pop,search,isEmpty",4,5,4.5
12.7,What are the main operations associated with a stack?,push and pop,push and pop,5,5,5
12.7,What are the main operations associated with a stack?,push and pop,"Push, Pop, isEmpty, isFull  Maybe List to show all elements or an operation to count how many elements in the stack.",4.5,5,4.75
12.7,What are the main operations associated with a stack?,push and pop,"pop, push",5,5,5
12.7,What are the main operations associated with a stack?,push and pop,"isempty, push and pop, along with usually, ",5,5,5
12.7,What are the main operations associated with a stack?,push and pop,push and pop,5,5,5
12.7,What are the main operations associated with a stack?,push and pop,push and pop. push puts objects into the stack and pop takes them out following the first in last out rule.,5,5,5
12.7,What are the main operations associated with a stack?,push and pop,"The main operations in a stack are push and pop. Push adds an item to the top of the stack, pop removes the top item from the stack.",5,5,5
12.7,What are the main operations associated with a stack?,push and pop,push and pop,5,5,5
12.7,What are the main operations associated with a stack?,push and pop,"push, which adds an item to the top of the stack, and pop, which takes the first item off the top to the stack",5,5,5
12.7,What are the main operations associated with a stack?,push and pop,"the main functions defined for a stack are push, which puts an element on the top of the stack, and pop, which removes an item from the top.",5,5,5
12.7,What are the main operations associated with a stack?,push and pop,Push() Pop() Full() IsEmpty(),4.5,5,4.75
12.7,What are the main operations associated with a stack?,push and pop,pop and push to remove an element and to insert an element,5,5,5
12.7,What are the main operations associated with a stack?,push and pop,"Push, Pop",5,5,5
12.7,What are the main operations associated with a stack?,push and pop,push and pop,5,5,5
12.7,What are the main operations associated with a stack?,push and pop,push - Add an element to the top of the stack pop - remove the top element from the stack,5,5,5
12.7,What are the main operations associated with a stack?,push and pop,push and pop,5,5,5
